2.51923,-19.455
2.5238,-19.4534
2.5238,-19.4489
2.50702,-19.4504
2.51923,-19.4519
2.52228,-19.4519
2.52533,-19.4534
2.52228,-19.4534
2.5238,-19.4534
2.52686,-19.4626
2.53143,-19.4626
2.52533,-19.455
2.52686,-19.4534
2.53448,-19.4473
2.53448,-19.455
2.54059,-19.4565
2.53296,-19.455
2.53601,-19.4519
2.53448,-19.4565
2.53448,-19.455
2.53143,-19.4565
2.52838,-19.455
2.52686,-19.455
2.53754,-19.4534
2.53448,-19.4504
2.53143,-19.4565
2.52533,-19.4565
2.53296,-19.458
2.52228,-19.4565
2.5238,-19.4534
2.53296,-19.4504
2.51617,-19.4519
2.5238,-19.4489
2.52075,-19.4504
2.52075,-19.4519
2.52991,-19.4611
2.52991,-19.4611
2.52838,-19.4489
2.53143,-19.4458
2.52686,-19.4489
2.51923,-19.4489
2.53143,-19.4489
2.52991,-19.4473
2.52991,-19.4489
2.53601,-19.4489
2.53448,-19.4519
2.53601,-19.4489
2.53601,-19.4473
2.53754,-19.4427
2.54059,-19.4489
2.54059,-19.4458
2.54059,-19.4489
2.53448,-19.4504
2.54364,-19.4489
2.54211,-19.4534
2.55127,-19.4534
2.54517,-19.4504
2.54364,-19.4519
2.54669,-19.4519
2.54822,-19.4565
2.54059,-19.4656
2.54517,-19.458
2.54211,-19.4626
2.5528,-19.4534
2.54974,-19.4519
2.5528,-19.4565
2.54517,-19.455
2.54669,-19.4565
2.5528,-19.455
2.54974,-19.455
2.54364,-19.4534
2.54517,-19.4519
2.54364,-19.4489
2.54669,-19.4489
2.55127,-19.4519
2.54517,-19.4473
2.53448,-19.4489
2.54059,-19.4443
2.52991,-19.4489
2.54059,-19.4427
2.54211,-19.4489
2.52686,-19.4519
2.53143,-19.4473
2.53448,-19.4489
2.52228,-19.455
2.52991,-19.4504
2.52838,-19.4504
2.52838,-19.4397
2.52838,-19.4427
2.52838,-19.4473
2.52533,-19.4443
2.53448,-19.4412
2.52991,-19.4427
2.52533,-19.4427
2.52533,-19.4427
2.52686,-19.4351
2.52838,-19.4412
2.52991,-19.4382
2.52991,-19.4473
2.53143,-19.4489
2.53296,-19.4489
2.52991,-19.455
2.53601,-19.4458
2.54669,-19.4534
2.54517,-19.4534
2.54211,-19.4458
2.54059,-19.4534
2.53754,-19.455
2.53448,-19.4565
2.53601,-19.4534
2.54059,-19.4626
2.54822,-19.4626
2.54517,-19.4641
2.53754,-19.4641
2.54822,-19.4504
2.54211,-19.4519
2.52838,-19.4519
2.53448,-19.458
2.53601,-19.4656
2.53143,-19.4611
2.53448,-19.458
2.53601,-19.4534
2.54364,-19.4519
2.54669,-19.4489
2.54211,-19.4504
2.53448,-19.4489
2.54364,-19.455
2.53448,-19.458
2.54211,-19.4504
2.54059,-19.4565
2.53448,-19.4534
2.52838,-19.4504
2.53448,-19.458
2.52533,-19.458
2.52686,-19.455
2.53296,-19.4534
2.5238,-19.455
2.5238,-19.4519
2.52686,-19.4473
2.52533,-19.4504
2.52991,-19.4458
2.51923,-19.4504
2.51923,-19.4519
2.52075,-19.455
2.52686,-19.4534
2.52228,-19.458
2.52533,-19.4565
2.52838,-19.4565
2.52838,-19.4565
2.51007,-19.4672
2.52228,-19.4565
2.52686,-19.4626
2.53448,-19.4565
2.52075,-19.4504
2.52228,-19.455
2.52533,-19.455
2.5238,-19.4489
2.52228,-19.4473
2.52991,-19.4534
2.52991,-19.4519
2.52991,-19.4519
2.52686,-19.4534
2.52686,-19.4626
2.52686,-19.4611
2.53143,-19.4534
2.52838,-19.458
2.52686,-19.458
2.52991,-19.4611
2.5238,-19.4565
2.52075,-19.458
2.5238,-19.4611
2.52686,-19.4534
2.52991,-19.4565
2.54059,-19.4565
2.52686,-19.458
2.52838,-19.458
2.53448,-19.4672
2.53296,-19.4656
2.53296,-19.4611
2.52991,-19.455
2.53754,-19.4611
2.53448,-19.455
2.53448,-19.458
2.53448,-19.458
2.52991,-19.4611
2.52991,-19.4626
2.53296,-19.4611
2.5238,-19.455
2.52686,-19.4565
2.52991,-19.4489
2.52838,-19.4504
2.52533,-19.4611
2.5238,-19.4565
2.52228,-19.4565
2.52686,-19.458
2.52533,-19.4534
2.5116,-19.4504
2.5177,-19.4427
2.52686,-19.458
2.5238,-19.4443
2.52228,-19.4473
2.51923,-19.4504
2.51617,-19.4412
2.51617,-19.4489
2.52075,-19.4427
2.51617,-19.4443
2.52838,-19.4504
2.52228,-19.4473
2.5116,-19.4473
2.51312,-19.4489
2.5177,-19.4473
2.5116,-19.4443
2.52075,-19.4366
2.50854,-19.4275
2.51312,-19.4275
2.5177,-19.4214
2.51617,-19.4183
2.5177,-19.4214
2.51007,-19.4122
2.50854,-19.4092
2.51617,-19.4077
2.5116,-19.4046
2.5177,-19.3985
2.5238,-19.4
2.5177,-19.397
2.51617,-19.3954
2.51617,-19.3863
2.5177,-19.3848
2.5177,-19.3756
2.5177,-19.3726
2.51007,-19.3558
2.51007,-19.3604
2.51923,-19.3588
2.51923,-19.3604
2.52533,-19.3604
2.53143,-19.3634
2.52838,-19.3573
2.53296,-19.3588
2.52991,-19.3588
2.54364,-19.3512
2.54059,-19.3588
2.54517,-19.3604
2.54669,-19.3573
2.55127,-19.3466
2.5528,-19.3481
2.53601,-19.3451
2.54059,-19.3436
2.55127,-19.3329
2.53601,-19.3436
2.53601,-19.3405
2.53448,-19.3375
2.54059,-19.3375
2.53754,-19.339
2.53754,-19.3405
2.53754,-19.3481
2.52991,-19.3481
2.52686,-19.3451
2.52686,-19.3466
2.52686,-19.3512
2.52686,-19.3542
2.52228,-19.3588
2.53448,-19.3619
2.52838,-19.3604
2.52838,-19.3634
2.52838,-19.3649
2.52991,-19.3619
2.52991,-19.3695
2.53448,-19.3726
2.52991,-19.3756
2.53296,-19.3848
2.52991,-19.3832
2.52991,-19.3848
2.53448,-19.3817
2.52838,-19.3817
2.53601,-19.3848
2.53296,-19.3832
2.54669,-19.3848
2.53754,-19.3848
2.54059,-19.3863
2.54059,-19.3817
2.54059,-19.3771
2.53601,-19.3832
2.53143,-19.3802
2.54211,-19.3817
2.53754,-19.3863
2.53448,-19.3832
2.53296,-19.3893
2.53601,-19.3893
2.53601,-19.3878
2.54059,-19.3909
2.54364,-19.4
2.53296,-19.4031
2.53143,-19.397
2.53601,-19.4046
2.53448,-19.4046
2.54211,-19.4016
2.53296,-19.4046
2.53143,-19.4077
2.52686,-19.4031
2.52533,-19.4077
